freq,airpol,indic_env,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,RO	1307.751 	1450.802 	1479.851 	1534.492 	1667.131 	1734.977 	1900.563 	2140.93 	2284.302 	2325.854 	2379.685 	2530.043 	2707.51 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,SE	1726.638 	1797.566 	1797.296 	1752.457 	1845.949 	1654.784 	1660.614 	1687.053 	1750.888 	1582.739 	1474.078 	1478.361 	1486.868 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,SI	392.89 	415.452 	418.146 	435.469 	461.946 	434.479 	451.678 	462.673 	468.879 	457.04 	433.766 	492.394 	516.075 
A,HFC_CO2E,AEMIS_CONS_FP,THS_T,SK	589.478 	602.146 	575.167 	595.832 	655.765 	643.421 	616.666 	686.459 	715.184 	728.316 	688.155 	742.631 	708.222 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,AT	171.358 	181.887 	190.528 	197.818 	204.978 	213.994 	209.219 	211.074 	213.754 	197.584 	185.023 	159.753 	156.011 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,BE	276.447 	304.806 	304.449 	308.429 	327.852 	335.455 	331.826 	356.658 	367.151 	321.834 	268.617 	206.002 	189.565 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,BG	55.938 	63.585 	66.073 	75.253 	86.026 	101.194 	107.061 	108.56 	110.844 	121.801 	121.228 	121.141 	108.471 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,CY	236.516 	251.666 	253.302 	258.01 	269.52 	285.402 	308.434 	330.181 	347.646 	369.204 	373.123 	395.542 	415.716 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,CZ	233.958 	253.492 	262.992 	275.197 	292.008 	315.231 	335.298 	353.944 	358.92 	359.685 	350.287 	355.879 	338.298 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,DE	125.232 	130.145 	132.667 	132.181 	132.477 	134.335 	131.676 	127.153 	115.075 	106.021 	99.278 	96.554 	92.621 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,DK	145.289 	131.038 	130.079 	118.227 	106.72 	79.417 	87.78 	70.575 	81.891 	54.883 	54.211 	46.928 	44.217 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,EE	127.781 	133.853 	141.756 	152.482 	160.418 	164.089 	170.597 	170.978 	170.509 	165.129 	134.917 	142.455 	145.681 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,EL	379.006 	403.4 	440.379 	492.746 	505.376 	521.325 	542.322 	539.853 	517.934 	479.087 	450.137 	442.339 	436.583 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,ES	332.254 	320.845 	327.479 	329.485 	324.955 	183.367 	180.483 	146.026 	123.799 	116.55 	99.711 	102.043 	109 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,EU27_2020	192.749 	198.549 	203.093 	205.428 	207.674 	189.882 	189.278 	184.09 	173.515 	163.047 	150.102 	143.828 	137.287 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,FI	246.188 	241.579 	241.975 	237.265 	230.238 	216.927 	204.93 	191.781 	182.512 	174.461 	162.392 	150.013 	136.317 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,FR	267.692 	276.847 	278.291 	274.719 	269.996 	265.845 	259.594 	249.151 	223.428 	192.847 	170.191 	151.046 	133.902 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,HR	130.869 	145.734 	163.375 	180.238 	201.962 	226.663 	262.456 	302.137 	338.063 	370.41 	400.919 	436.705 	468.861 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,HU	125.772 	139.453 	146.446 	154.656 	178.857 	192.521 	182.089 	179.536 	183.947 	187.4 	190.135 	190.007 	181.754 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,IE	222.855 	227.313 	224.121 	229.344 	244.437 	237.246 	248.419 	226.411 	159.754 	154.763 	123.218 	129.265 	127.754 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,IT	214.051 	218.766 	221.33 	223.59 	225.111 	200.585 	196.198 	189.726 	189.177 	185.658 	167.754 	159.146 	153.948 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,LT	82.881 	100.142 	117.198 	137.358 	156.801 	189.363 	240.209 	239.441 	187.944 	189.501 	178.976 	182.475 	189.231 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,LU	96.851 	99.692 	101.626 	105.737 	109.82 	106.811 	102.132 	103.116 	89.374 	78.745 	71.294 	67.782 	63.497 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,LV	103.098 	105.554 	106.452 	113.869 	121.735 	127.295 	138.532 	135.883 	134.411 	131.038 	127.936 	137.253 	133.096 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,MT	293.548 	344.607 	413.458 	435.705 	452.172 	459.468 	478.892 	480.88 	435.858 	397.71 	399.771 	402.492 	384.88 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,NL	119.038 	107.058 	103.755 	115.237 	92.087 	102.165 	91.103 	94.151 	70.683 	73.891 	58.641 	66.105 	58.546 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,PL	147.143 	160.379 	166.682 	156.821 	171.021 	146.978 	149.835 	152.006 	146.927 	139.71 	136.648 	134.32 	120.629 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,PT	132.997 	141.413 	148.429 	156.957 	163.646 	169.734 	175.696 	185.566 	189.798 	194.2 	183.189 	180.373 	179.561 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,RO	44.392 	49.568 	54.413 	59.088 	63.266 	69.686 	78.059 	86.576 	90.411 	91.9 	95.876 	99.77 	103.51 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,SE	113.371 	109.889 	107.387 	105.545 	107.113 	107.954 	108.416 	103.472 	96.872 	91.104 	85.775 	81.506 	77.329 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,SI	113.454 	118.82 	130.312 	140.185 	146.782 	151.134 	158.706 	156.605 	146.759 	135.267 	133.735 	134.07 	133.32 
A,HFC_CO2E,AEMIS_PRD,KG_HAB,SK	105.554 	106.752 	111.316 	114.691 	115.53 	129.926 	119.286 	130.545 	124.013 	126.249 	118.438 	123.418 	88.505 
A,HFC_CO2E,AEMIS_PRD,THS_T,AT	1433.132 	1526.33 	1606.145 	1677.458 	1751.817 	1849.483 	1827.879 	1856.936 	1889.696 	1754.528 	1649.821 	1430.718 	1410.626 
A,HFC_CO2E,AEMIS_PRD,THS_T,BE	3012.055 	3364.528 	3381.489 	3441.887 	3674.908 	3781.986 	3760.062 	4057.04 	4195.449 	3697.539 	3099.463 	2386.78 	2214.16 
A,HFC_CO2E,AEMIS_PRD,THS_T,BG	413.691 	467.243 	482.724 	538.814 	608.51 	706.759 	738.092 	738.581 	743.854 	805.924 	794.125 	788.303 	701.278 
A,HFC_CO2E,AEMIS_PRD,THS_T,CY	196.177 	214.138 	218.839 	222.389 	229.767 	241.925 	262.65 	283.797 	302.476 	325.62 	332.828 	356.129 	379.425 
A,HFC_CO2E,AEMIS_PRD,THS_T,CZ	2450.569 	2660.673 	2764.247 	2893.491 	3073.486 	3324.446 	3542.872 	3749.834 	3815.289 	3838.513 	3747.322 	3738.782 	3610.359 
A,HFC_CO2E,AEMIS_PRD,THS_T,DE	10241.078 	10447.406 	10669.834 	10659.793 	10728.289 	10973.386 	10843.312 	10510.092 	9540.388 	8809.573 	8256.058 	8032.929 	7761.439 
A,HFC_CO2E,AEMIS_PRD,THS_T,DK	806.019 	729.958 	727.346 	663.835 	602.272 	451.367 	502.807 	406.863 	474.446 	319.114 	316.126 	274.845 	261.013 
A,HFC_CO2E,AEMIS_PRD,THS_T,EE	170.137 	177.682 	187.5 	200.971 	210.876 	215.844 	224.47 	225.244 	225.409 	219.109 	179.375 	189.598 	196.5 
A,HFC_CO2E,AEMIS_PRD,THS_T,EL	4215.051 	4479.714 	4863.995 	5403.061 	5504.763 	5641.2 	5844.043 	5805.941 	5558.923 	5136.575 	4815.836 	4675.174 	4556.564 
A,HFC_CO2E,AEMIS_PRD,THS_T,ES	15475.362 	14997.157 	15317.171 	15355.401 	15097.631 	8512.328 	8384.919 	6800.592 	5791.559 	5491.655 	4722.241 	4841.306 	5208.704 
A,HFC_CO2E,AEMIS_PRD,THS_T,EU27_2020	85114.764 	87543.53 	89667.757 	90779.627 	91914.085 	84203.109 	84099.976 	81914.894 	77384.622 	72812.693 	67027.477 	64126.295 	61411.182 
A,HFC_CO2E,AEMIS_PRD,THS_T,FI	1320.395 	1301.693 	1310.043 	1290.479 	1257.448 	1188.658 	1126.153 	1056.373 	1006.65 	963.304 	897.951 	831.226 	757.393 
A,HFC_CO2E,AEMIS_PRD,THS_T,FR	17351.441 	18030.467 	18211.016 	18068.616 	17903.971 	17691.554 	17321.147 	16672.656 	15005.019 	12994.435 	11505.08 	10247.395 	9114.054 
A,HFC_CO2E,AEMIS_PRD,THS_T,HR	562.259 	624.168 	697.456 	762.896 	848.094 	942.016 	1077.368 	1222.613 	1349.381 	1463.525 	1568.903 	1693.396 	1808.208 
A,HFC_CO2E,AEMIS_PRD,THS_T,HU	1257.723 	1390.588 	1452.793 	1526.88 	1758.706 	1886.272 	1777.143 	1746.302 	1785.569 	1816.806 	1838.686 	1829.945 	1745.758 
A,HFC_CO2E,AEMIS_PRD,THS_T,IE	1016.255 	1041.111 	1030.85 	1060.442 	1138.525 	1115.521 	1183.15 	1092.984 	782.479 	770.169 	620.988 	660.617 	665.962 
A,HFC_CO2E,AEMIS_PRD,THS_T,IT	12804.424 	13131.824 	13322.115 	13485.08 	13578.829 	12081.163 	11794.508 	11384.006 	11378.752 	11089.174 	9971.083 	9410.777 	9085.035 
A,HFC_CO2E,AEMIS_PRD,THS_T,LT	256.707 	303.242 	350.321 	406.752 	460.565 	551.256 	691.16 	680.644 	529.851 	532.704 	502.989 	512.46 	535.835 
A,HFC_CO2E,AEMIS_PRD,THS_T,LU	49.099 	51.675 	53.958 	57.453 	61.095 	60.84 	59.442 	61.492 	54.335 	48.822 	44.945 	43.385 	41.47 
A,HFC_CO2E,AEMIS_PRD,THS_T,LV	216.253 	217.41 	216.558 	229.177 	242.713 	251.729 	271.459 	263.919 	259.034 	250.784 	243.135 	258.651 	250.139 
A,HFC_CO2E,AEMIS_PRD,THS_T,MT	121.678 	143.449 	173.664 	185.092 	196.008 	204.105 	217.659 	224.622 	210.913 	200.411 	206.078 	208.551 	204.415 
A,HFC_CO2E,AEMIS_PRD,THS_T,NL	1977.857 	1787.125 	1738.402 	1936.499 	1553.051 	1730.672 	1551.517 	1612.926 	1217.983 	1281.635 	1022.783 	1159.024 	1036.312 
A,HFC_CO2E,AEMIS_PRD,THS_T,PL	5597.711 	6104.559 	6344.432 	5965.49 	6500.816 	5583.154 	5689.265 	5772.393 	5579.5 	5304.169 	5126.436 	4967.356 	4441.764 
A,HFC_CO2E,AEMIS_PRD,THS_T,PT	1406.189 	1494.143 	1563.168 	1643.97 	1705.124 	1762.154 	1819.597 	1918.771 	1961.49 	2010.836 	1902.388 	1877.273 	1879.802 
A,HFC_CO2E,AEMIS_PRD,THS_T,RO	898.789 	998.676 	1091.408 	1180.788 	1259.567 	1380.873 	1537.932 	1695.918 	1760.653 	1780.256 	1847.071 	1907.804 	1971.708 
A,HFC_CO2E,AEMIS_PRD,THS_T,SE	1063.209 	1038.364 	1022.259 	1013.27 	1038.575 	1057.856 	1075.817 	1040.687 	985.693 	936.444 	888.068 	848.954 	810.942 
A,HFC_CO2E,AEMIS_PRD,THS_T,SI	232.419 	243.918 	268.072 	288.774 	302.661 	311.869 	327.735 	323.606 	304.363 	282.49 	281.167 	282.629 	281.581 
A,HFC_CO2E,AEMIS_PRD,THS_T,SK	569.085 	576.289 	601.952 	620.869 	626.018 	704.693 	647.818 	710.062 	675.468 	688.579 	646.531 	672.288 	480.736 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,AT	606.04 	662.485 	600.979 	578.135 	578.268 	547.111 	550.236 	543.246 	555.758 	551.543 	532.961 	550.155 	510.504 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,BE	721.95 	644.658 	609.064 	583.442 	624.552 	574.642 	576.403 	567.658 	587.083 	570.374 	511.926 	537.882 	519.019 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,BG	434.557 	399.697 	399.526 	400.915 	426.192 	423.889 	438.175 	452.282 	464.96 	503.832 	499.135 	514.797 	668.924 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,CY	733.271 	655.267 	574.391 	494.11 	542.073 	518.844 	558.257 	585.799 	549.355 	607.126 	561.354 	591.093 	627.147 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,CZ	519.36 	632.398 	531.438 	488.992 	486.228 	500.19 	516.486 	518.916 	520.296 	522.062 	466.201 	504.194 	529.478 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,DE	614.651 	738.83 	656.067 	638.375 	625.807 	571.908 	578.947 	587.066 	583.856 	597.87 	568.837 	577.257 	595.426 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,DK	683.77 	709.85 	668.231 	639.292 	699.845 	607.891 	643.948 	639.423 	670.685 	672.108 	619.722 	609.421 	573.103 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,EE	761.397 	722.083 	685.276 	701.508 	737 	695.525 	703.987 	747.749 	715.314 	706.89 	686.116 	729.395 	698.339 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,EL	678.05 	659.243 	587.126 	562.639 	568.281 	527.768 	540.149 	549.548 	545.115 	559.173 	534.704 	541.447 	604.453 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,ES	521.344 	538.775 	487.556 	436.299 	456.273 	435.789 	462.894 	490.104 	503.985 	499.068 	460.985 	467.734 	516.644 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,EU27_2020	585.814 	630.893 	570.469 	547.801 	548.543 	518.388 	528.096 	539.732 	544.412 	545.075 	514.369 	525.828 	550.603 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,FI	972.774 	950.449 	950.167 	888.767 	883.71 	845.699 	876.899 	847.544 	865.545 	884.964 	842.757 	823.334 	809.597 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,FR	631.34 	663.61 	601.411 	582.101 	589.972 	560.205 	563.804 	582.802 	574.955 	567.422 	505.98 	507.13 	514.584 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,HR	584.314 	615.479 	570.864 	468.067 	466.803 	457.289 	431.856 	469.878 	489.116 	497.724 	477.092 	512.666 	551.111 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,HU	313.228 	342.624 	295.421 	333.392 	356.882 	344.427 	366.018 	361.517 	386.378 	398.011 	377.736 	390.488 	439.284 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,IE	524.193 	753.698 	699.015 	775.73 	759.509 	771.811 	800.819 	806.742 	793.22 	864.728 	792.013 	651.884 	639.764 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,IT	575.001 	606.506 	538.361 	507.851 	489.178 	470.668 	480.082 	478.954 	478.675 	470.292 	449.715 	489.551 	520.346 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,LT	600.05 	674.425 	636.709 	585.859 	626.313 	630.383 	594.456 	598.638 	616.535 	595.962 	587.765 	620.538 	685.958 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,LU	757.672 	970.78 	680.804 	577.507 	612.352 	641.99 	600.07 	654.53 	540.515 	537.465 	577.584 	608.933 	553.311 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,LV	519.851 	542.123 	554.928 	614.53 	626.246 	630.843 	628.909 	660.219 	647.587 	683.258 	652.739 	702.344 	745.702 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,MT	461.579 	442.009 	403.754 	391.05 	386.852 	341.106 	358.555 	294.282 	294.392 	308.278 	276.624 	257.485 	389.326 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,NL	655.87 	664.469 	608.162 	591.505 	568.915 	559.826 	558.868 	555.339 	568.139 	579.409 	552.784 	539.832 	519.777 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,PL	543.04 	590.4 	558.76 	543.328 	540.897 	477.674 	481.862 	508.917 	515.714 	499.863 	505.896 	529.16 	563.731 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,PT	525.579 	519.964 	473.581 	478.552 	470.203 	467.143 	471.419 	489.228 	504.528 	502.869 	481.702 	471.611 	514.003 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,RO	486.776 	493.234 	428.255 	430.069 	429.705 	435.027 	452.43 	481.173 	523.395 	523.429 	518.376 	549.797 	611.272 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,SE	714.424 	791.988 	729.589 	655.049 	649.015 	611.974 	598.943 	609.02 	585.405 	559.656 	528.744 	501.707 	510.964 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,SI	721.906 	761.316 	611.953 	551.387 	547.287 	529.536 	538.176 	541.295 	540.835 	554.515 	489.147 	489.547 	511.91 
A,N2O_CO2E,AEMIS_CONS_FP,KG_HAB,SK	436.398 	462.315 	379.093 	374.19 	399.302 	371.18 	397.346 	389.859 	422.341 	439.226 	416.152 	427.142 	480.007 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,AT	5068.554 	5559.339 	5066.251 	4902.483 	4942.08 	4728.516 	4807.227 	4779.244 	4913.186 	4897.656 	4752.339 	4927.075 	4615.9 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,BE	7866.066 	7115.904 	6764.831 	6510.861 	7000.637 	6478.621 	6531.461 	6457.194 	6708.625 	6553.016 	5906.912 	6232.008 	6062.256 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,BG	3213.808 	2937.103 	2918.892 	2870.552 	3014.696 	2960.533 	3020.837 	3077.086 	3120.253 	3333.717 	3269.684 	3349.94 	4324.655 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,CY	608.209 	557.554 	496.242 	425.893 	462.119 	439.805 	475.39 	503.505 	477.976 	535.456 	500.731 	532.194 	572.399 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,CZ	5439.987 	6637.704 	5585.825 	5141.394 	5117.714 	5275.028 	5457.36 	5497.622 	5530.706 	5571.381 	4987.349 	5296.949 	5650.648 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,DE	50264.307 	59309.555 	52764.746 	51482.113 	50679.38 	46717.199 	47675.534 	48525.097 	48405.005 	49678.755 	47304.972 	48025.521 	49895.531 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,DK	3793.338 	3954.269 	3736.46 	3589.581 	3949.555 	3454.94 	3688.539 	3686.26 	3885.705 	3907.919 	3613.851 	3569.218 	3383.05 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,EE	1013.781 	958.521 	906.412 	924.585 	968.82 	914.899 	926.299 	985.073 	945.628 	937.971 	912.206 	970.775 	941.947 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,EL	7540.826 	7320.829 	6484.808 	6169.456 	6189.953 	5710.914 	5820.632 	5910.209 	5850.654 	5995.221 	5720.585 	5722.66 	6308.607 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,ES	24282.585 	25183.803 	22804.503 	20333.376 	21198.777 	20230.34 	21505.206 	22824.725 	23577.424 	23515.345 	21831.992 	22191.085 	24688.39 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,EU27_2020	258685.838 	278170.737 	251868.767 	242075.381 	242778.222 	229879.056 	234643.707 	240165.2 	242798.424 	243417.261 	229690.381 	234443.078 	246295.947 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,FI	5217.331 	5121.275 	5144.177 	4833.976 	4826.395 	4634.032 	4818.828 	4668.452 	4773.934 	4886.424 	4660.061 	4562.108 	4498.206 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,FR	40922.689 	43219.471 	39355.523 	38285.568 	39122.266 	37280.69 	37619.299 	38999.969 	38612.994 	38234.06 	34204.795 	34405.088 	35025.189 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,HR	2510.418 	2636.046 	2437.052 	1981.197 	1960.232 	1900.501 	1772.744 	1901.388 	1952.312 	1966.553 	1866.988 	1987.949 	2125.415 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,HU	3132.286 	3416.555 	2930.685 	3291.49 	3509.232 	3374.609 	3572.245 	3516.391 	3750.558 	3858.642 	3652.864 	3760.762 	4219.351 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,IE	2390.4 	3452.002 	3215.141 	3586.832 	3537.596 	3629.02 	3814.076 	3894.504 	3885.209 	4303.283 	3991.546 	3331.506 	3334.985 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,IT	34396.238 	36406.635 	32404.636 	30629.321 	29507.575 	28348.165 	28860.221 	28738.319 	28791.669 	28090.13 	26730.54 	28948.693 	30707.54 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,LT	1858.524 	2042.235 	1903.212 	1734.876 	1839.64 	1835.114 	1710.442 	1701.712 	1738.135 	1675.302 	1651.837 	1742.706 	1942.385 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,LU	384.104 	503.201 	361.47 	313.794 	340.663 	365.68 	349.249 	390.32 	328.606 	333.229 	364.12 	389.756 	361.369 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,LV	1090.416 	1116.616 	1128.9 	1236.831 	1248.597 	1247.509 	1232.37 	1282.309 	1248.012 	1307.634 	1240.497 	1323.561 	1401.459 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,MT	191.328 	183.994 	169.588 	166.122 	167.693 	151.526 	162.965 	137.461 	142.457 	155.345 	142.597 	133.416 	206.776 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,NL	10897.538 	11092.022 	10189.728 	9939.903 	9594.763 	9483.404 	9517.69 	9513.684 	9789.953 	10049.778 	9641.387 	9464.903 	9200.558 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,PL	20658.764 	22472.528 	21268.161 	20668.288 	20560.43 	18145.117 	18296.322 	19326.041 	19584.097 	18977.545 	18979.063 	19569.142 	20757.572 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,PT	5557.002 	5493.858 	4987.475 	5012.345 	4899.333 	4849.803 	4882.261 	5058.681 	5214.108 	5206.932 	5002.402 	4908.388 	5381.026 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,RO	9855.684 	9937.436 	8589.955 	8594.359 	8554.987 	8620.324 	8913.892 	9425.553 	10192.569 	10139.682 	9986.646 	10513.244 	11643.807 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,SE	6699.962 	7483.664 	6945.233 	6288.719 	6292.916 	5996.845 	5943.359 	6125.343 	5956.621 	5752.64 	5474.322 	5225.681 	5358.454 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,SI	1478.884 	1562.862 	1258.885 	1135.831 	1128.494 	1092.714 	1111.356 	1118.525 	1121.634 	1158.04 	1028.391 	1032.004 	1081.192 
A,N2O_CO2E,AEMIS_CONS_FP,THS_T,SK	2352.809 	2495.756 	2049.976 	2025.635 	2163.679 	2013.208 	2157.903 	2120.533 	2300.394 	2395.605 	2271.704 	2326.746 	2607.28 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,AT	353.863 	363.011 	357.073 	350.282 	356.863 	353.17 	357.422 	349.212 	343.116 	342.728 	337.348 	339.173 	329.604 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,BE	623.306 	516.957 	509.917 	494.455 	493.426 	477.473 	453.555 	465.711 	444.226 	437.224 	418.45 	410.002 	384.906 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,BG	482.238 	444.366 	456.503 	512.649 	577.028 	597.846 	648.752 	632.189 	627.766 	670.869 	639.968 	659.865 	651.945 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,CY	212.543 	202.308 	194.001 	175.322 	173.19 	179.432 	181.583 	187.905 	189.753 	189.797 	193.771 	194.471 	191.663 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,CZ	449.783 	520.686 	513.519 	487.584 	496.956 	551.967 	562.188 	540.045 	498.839 	482.41 	442.879 	477.384 	479.147 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,DE	331.921 	337.033 	337.683 	339.836 	338.776 	340.507 	334.824 	327.067 	320.029 	304.59 	291.68 	283.494 	278.417 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,DK	956.509 	959.207 	934.415 	922.47 	931.122 	933.067 	947.705 	949.125 	906.282 	921.197 	910.42 	856.979 	838.084 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,EE	506.667 	514.791 	548.663 	549.065 	569.749 	595.427 	580.33 	601.709 	592.926 	638.644 	632.459 	648.241 	651.918 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,EL	469.675 	449.124 	416.881 	392.444 	377.59 	378.864 	388.437 	396.474 	390.978 	393.341 	404.496 	405.301 	383.62 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,ES	241.858 	225.013 	215.848 	224.062 	231.148 	232.903 	228.282 	236.824 	238.052 	233.665 	234.896 	232.646 	228.837 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,EU27_2020	413.131 	405.578 	401.549 	400.019 	403.032 	403.572 	403.526 	408.514 	403.787 	395.301 	390.362 	389.194 	370.401 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,FI	774.183 	749.941 	743.967 	746.328 	752.049 	757.178 	752.357 	750.195 	745.691 	773.36 	749.641 	751.869 	711.707 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,FR	458.333 	447.827 	446.51 	435.215 	446.779 	440.631 	428.703 	444.199 	427.632 	411.926 	392.837 	386.851 	369.323 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,HR	503.153 	516.164 	470.529 	351.252 	346.274 	379.513 	329.037 	360.002 	354.595 	359.075 	371.489 	372.675 	343.928 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,HU	332.734 	351.238 	346.161 	379.708 	402.561 	414.052 	439.458 	441.506 	448.314 	447.598 	462.54 	468.21 	387.182 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,IE	1148.831 	1055.967 	1096.337 	1172.814 	1117.751 	1119.28 	1128.722 	1177.203 	1228.162 	1135.58 	1124.737 	1152.105 	1052.947 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,IT	307.838 	296.04 	303.183 	290.331 	284.915 	285.335 	296.917 	287.138 	285.953 	284.665 	296.547 	296.347 	267.965 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,LT	873.519 	994.076 	953.851 	894.266 	917.424 	933.719 	927.688 	950.879 	918.093 	939.232 	1011.902 	938.088 	800.428 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,LU	428.657 	412.326 	391.283 	386.116 	387.175 	392.125 	395.3 	389.893 	381.013 	380.256 	364.6 	364.778 	316.745 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,LV	524.279 	534.286 	570.146 	588.771 	615.857 	645.253 	652.582 	664.413 	644.45 	692.923 	711.458 	716.746 	722.863 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,MT	136.174 	122.798 	121.866 	120.324 	120.393 	117.289 	116.124 	110.42 	104.794 	111.75 	109.529 	114.021 	123.665 
A,N2O_CO2E,AEMIS_PRD,KG_HAB,NL	472.578 	459.19 	448.588 	459.218 	465.796 	475.908 	458.316 	468.224 	455.867 	446.009 	433.736 	413.229 	386.133 
